ProductID,Category,UnitPrice
P01980,Jerseys,144.68
P01981,Accessories,12.58
P01982,Jerseys,93.44
P01983,Training Gear,40.4
P01984,Fan Merchandise,42.18
P01985,Footwear,200.75
P01986,Footwear,73.83
P01987,Footwear,52.78
P01988,Footwear,179.85
P01989,Accessories,96.79
P01990,Footwear,135.65
P01991,Footwear,107.78
P01992,Footwear,117.5
P01993,Fan Merchandise,60.11
P01994,Footwear,189.63
P01995,Training Gear,44.9
P01996,Jerseys,185.83
P01997,Jerseys,150.32
P01998,Accessories,83.83
P01999,Accessories,18.69
P02000,Jerseys,188.16
P02001,Accessories,62.82
P02002,Jerseys,107.51
P02003,Jerseys,112.85
P02004,Footwear,92.75
P02005,Fan Merchandise,23.9
P02006,Accessories,13.47
P02007,Fan Merchandise,31.3
P02008,Training Gear,88.52
P02009,Accessories,76.68
P02010,Training Gear,122.14
P02011,Accessories,69.56
P02012,Accessories,21.61
P02013,Accessories,53.15
P02014,Footwear,160.13
P02015,Footwear,173.77
P02016,Accessories,42.45
P02017,Footwear,207.12
P02018,Jerseys,170.33
P02019,Fan Merchandise,74.18
P02020,Accessories,76.65
P02021,Footwear,114.48
P02022,Footwear,208.15
P02023,Training Gear,146.01
P02024,Training Gear,135.64
P02025,Fan Merchandise,77.05
P02026,Footwear,204.99
P02027,Jerseys,163.22
P02028,Jerseys,84.05
P02029,Fan Merchandise,51.31
P02030,Accessories,71.6
P02031,Fan Merchandise,68.46
P02032,Jerseys,126.8
P02033,Training Gear,90.83
P02034,Jerseys,199.36
P02035,Jerseys,120.57
P02036,Accessories,23.0
P02037,Accessories,80.97
P02038,Training Gear,69.48
P02039,Accessories,34.85
P02040,Training Gear,107.24
P02041,Jerseys,193.38
P02042,Jerseys,100.36
P02043,Jerseys,108.98
P02044,Footwear,123.79
P02045,Training Gear,115.7
P02046,Footwear,111.27
P02047,Jerseys,116.64
P02048,Jerseys,156.63
P02049,Fan Merchandise,83.91
P02050,Training Gear,62.94
P02051,Fan Merchandise,54.73
P02052,Jerseys,170.19
P02053,Accessories,31.21
P02054,Jerseys,173.66
P02055,Training Gear,68.4
P02056,Footwear,59.98
P02057,Training Gear,21.54
P02058,Fan Merchandise,14.42
P02059,Fan Merchandise,70.23
P02060,Fan Merchandise,61.27
P02061,Jerseys,170.06
P02062,Jerseys,164.18
P02063,Jerseys,110.24
P02064,Footwear,207.94
P02065,Fan Merchandise,76.09
P02066,Accessories,44.84
P02067,Training Gear,127.76
P02068,Training Gear,134.39
P02069,Footwear,127.92
P02070,Footwear,61.68
P02071,Jerseys,103.44
P02072,Footwear,217.99
P02073,Fan Merchandise,64.26
P02074,Fan Merchandise,68.55
P02075,Fan Merchandise,78.57
P02076,Accessories,30.28
P02077,Training Gear,155.51
P02078,Accessories,61.81
P02079,Training Gear,123.74
P02080,Fan Merchandise,35.23
P02081,Fan Merchandise,36.05
P02082,Footwear,104.73
P02083,Training Gear,67.42
P02084,Jerseys,64.06
P02085,Jerseys,99.89
P02086,Accessories,74.74
P02087,Jerseys,185.79
P02088,Footwear,47.5
P02089,Footwear,42.99
P02090,Fan Merchandise,55.25
P02091,Fan Merchandise,63.08
P02092,Training Gear,104.37
P02093,Training Gear,156.17
P02094,Jerseys,88.19
P02095,Fan Merchandise,47.13
P02096,Accessories,101.59
P02097,Jerseys,144.54
P02098,Training Gear,99.95
P02099,Training Gear,150.46
P02100,Footwear,101.0
P02101,Training Gear,40.32
P02102,Footwear,63.26
P02103,Training Gear,134.71
P02104,Accessories,95.69
P02105,Footwear,82.1
P02106,Fan Merchandise,45.37
P02107,Accessories,68.49
P02108,Footwear,65.03
P02109,Fan Merchandise,73.96
P02110,Fan Merchandise,42.58
P02111,Accessories,96.35
P02112,Fan Merchandise,67.49
P02113,Footwear,93.09
P02114,Jerseys,158.9
P02115,Fan Merchandise,66.07
P02116,Jerseys,100.13
P02117,Accessories,35.37
P02118,Training Gear,134.93
P02119,Training Gear,114.27
P02120,Accessories,83.96
P02121,Accessories,41.31
P02122,Training Gear,120.55
P02123,Training Gear,119.43
P02124,Footwear,99.99
P02125,Accessories,37.05
P02126,Footwear,117.65
P02127,Footwear,173.04
P02128,Jerseys,83.07
P02129,Accessories,97.43
P02130,Fan Merchandise,30.64
P02131,Training Gear,137.23
P02132,Jerseys,77.59
P02133,Jerseys,162.22
P02134,Footwear,141.05
P02135,Footwear,159.06
P02136,Footwear,215.34
P02137,Training Gear,25.46
P02138,Footwear,66.84
P02139,Fan Merchandise,17.77
P02140,Jerseys,130.35
P02141,Accessories,90.28
P02142,Training Gear,25.79
P02143,Training Gear,128.68
P02144,Jerseys,117.79
P02145,Training Gear,151.68
P02146,Jerseys,110.49
P02147,Fan Merchandise,83.88
P02148,Footwear,140.17
P02149,Accessories,109.0
P02150,Fan Merchandise,58.13
P02151,Training Gear,67.18
P02152,Training Gear,132.08
P02153,Jerseys,125.61
P02154,Training Gear,61.85
P02155,Jerseys,124.36
P02156,Jerseys,181.43
P02157,Footwear,171.82
P02158,Jerseys,80.2
P02159,Footwear,190.95
P02160,Fan Merchandise,43.49
P02161,Footwear,54.92
P02162,Accessories,24.72
P02163,Footwear,51.91
P02164,Fan Merchandise,61.39
P02165,Jerseys,92.35
P02166,Jerseys,68.97
P02167,Fan Merchandise,38.69
P02168,Training Gear,141.11
P02169,Training Gear,107.28
P02170,Jerseys,125.5
P02171,Training Gear,122.11
P02172,Accessories,17.59
P02173,Training Gear,143.35
P02174,Footwear,71.99
P02175,Footwear,43.85
P02176,Footwear,105.22
P02177,Fan Merchandise,16.27
P02178,Footwear,70.07
P02179,Footwear,173.02
P02180,Accessories,50.47
P02181,Training Gear,18.98
P02182,Accessories,74.38
P02183,Fan Merchandise,63.62
P02184,Footwear,202.35
P02185,Training Gear,39.95
P02186,Footwear,194.29
P02187,Jerseys,157.76
P02188,Accessories,66.36
P02189,Jerseys,92.96
P02190,Fan Merchandise,45.42
P02191,Fan Merchandise,26.47
P02192,Footwear,169.18
P02193,Footwear,166.65
P02194,Footwear,74.48
P02195,Footwear,85.47
P02196,Training Gear,145.96
P02197,Accessories,57.17
P02198,Footwear,139.2
P02199,Footwear,212.55
P02200,Fan Merchandise,27.11
P02201,Fan Merchandise,57.78
P02202,Training Gear,127.91
P02203,Footwear,97.5
P02204,Accessories,40.88
P02205,Footwear,201.43
P02206,Fan Merchandise,19.26
P02207,Jerseys,77.82
P02208,Fan Merchandise,42.0
P02209,Footwear,183.71
P02210,Fan Merchandise,45.21
P02211,Jerseys,94.23
P02212,Training Gear,77.68
P02213,Footwear,120.18
P02214,Fan Merchandise,65.07
P02215,Footwear,196.38
P02216,Fan Merchandise,35.45
P02217,Fan Merchandise,63.72
P02218,Jerseys,156.7
P02219,Jerseys,166.21
P02220,Jerseys,138.41
P02221,Jerseys,57.13
P02222,Accessories,75.59
P02223,Footwear,150.21
P02224,Footwear,150.07
P02225,Jerseys,95.79
P02226,Jerseys,69.19
P02227,Footwear,74.08
P02228,Fan Merchandise,27.78
P02229,Footwear,71.25
P02230,Training Gear,52.72
P02231,Fan Merchandise,17.01
P02232,Jerseys,94.05
P02233,Training Gear,159.7
P02234,Accessories,61.14
P02235,Accessories,44.44
P02236,Jerseys,159.47
P02237,Fan Merchandise,46.27
P02238,Footwear,45.31
P02239,Accessories,64.74
P02240,Footwear,94.73
P02241,Accessories,67.12
P02242,Accessories,27.32
P02243,Footwear,126.86
P02244,Jerseys,83.08
P02245,Fan Merchandise,33.81
P02246,Jerseys,154.64
P02247,Footwear,80.98
P02248,Jerseys,115.48
P02249,Training Gear,28.39
P02250,Fan Merchandise,62.16
P02251,Accessories,63.89
P02252,Training Gear,133.56
P02253,Fan Merchandise,51.06
P02254,Fan Merchandise,84.58
P02255,Fan Merchandise,29.6
P02256,Training Gear,123.38
P02257,Accessories,53.23
P02258,Jerseys,109.51
P02259,Footwear,171.68
P02260,Footwear,212.0
P02261,Accessories,85.56
P02262,Training Gear,64.88
P02263,Fan Merchandise,49.22
P02264,Fan Merchandise,27.85
P02265,Fan Merchandise,57.28
P02266,Training Gear,75.17
P02267,Fan Merchandise,28.65
P02268,Jerseys,58.06
P02269,Accessories,102.53
P02270,Jerseys,66.43
P02271,Footwear,99.28
P02272,Jerseys,82.62
P02273,Jerseys,126.65
P02274,Footwear,75.09
P02275,Footwear,172.52
P02276,Training Gear,49.92
P02277,Jerseys,81.89
P02278,Training Gear,48.8
P02279,Footwear,93.56
P02280,Training Gear,109.14
P02281,Fan Merchandise,27.3
P02282,Training Gear,116.95
P02283,Accessories,53.02
P02284,Accessories,29.7
P02285,Jerseys,89.81
P02286,Jerseys,131.46
P02287,Fan Merchandise,39.64
P02288,Footwear,132.47
P02289,Footwear,186.26
P02290,Training Gear,24.51
P02291,Footwear,110.85
P02292,Fan Merchandise,42.33
P02293,Footwear,85.17
P02294,Jerseys,119.07
P02295,Jerseys,137.16
P02296,Accessories,68.5
P02297,Training Gear,113.12
P02298,Training Gear,28.9
P02299,Jerseys,121.7
P02300,Jerseys,164.85
P02301,Training Gear,82.62
P02302,Footwear,158.17
P02303,Footwear,146.28
P02304,Accessories,56.47
P02305,Fan Merchandise,17.76
P02306,Jerseys,146.82
P02307,Footwear,136.21
P02308,Training Gear,18.81
P02309,Training Gear,47.37
P02310,Fan Merchandise,16.48
P02311,Fan Merchandise,53.63
P02312,Training Gear,20.15
P02313,Fan Merchandise,73.5
P02314,Fan Merchandise,81.16
P02315,Accessories,107.56
P02316,Jerseys,87.85
P02317,Training Gear,88.31
P02318,Fan Merchandise,77.06
P02319,Jerseys,154.66
P02320,Accessories,39.87
P02321,Fan Merchandise,72.88
P02322,Jerseys,138.22
P02323,Fan Merchandise,65.29
P02324,Footwear,214.49
P02325,Accessories,109.75
P02326,Training Gear,89.68
P02327,Training Gear,40.24
P02328,Training Gear,105.98
P02329,Fan Merchandise,59.0
P02330,Accessories,67.21
P02331,Fan Merchandise,42.81
P02332,Jerseys,139.33
P02333,Accessories,63.4
P02334,Accessories,104.47
P02335,Accessories,93.76
P02336,Jerseys,112.08
P02337,Jerseys,137.78
P02338,Jerseys,137.08
P02339,Jerseys,129.05
P02340,Jerseys,63.42
P02341,Footwear,168.27
P02342,Training Gear,121.84
P02343,Footwear,127.15
P02344,Training Gear,146.02
P02345,Jerseys,197.67
P02346,Training Gear,133.43
P02347,Fan Merchandise,79.73
P02348,Training Gear,87.23
P02349,Training Gear,147.82
P02350,Fan Merchandise,80.26
P02351,Footwear,152.24
P02352,Accessories,25.07
P02353,Jerseys,77.08
P02354,Training Gear,85.07
P02355,Training Gear,122.45
P02356,Jerseys,127.7
P02357,Fan Merchandise,70.39
P02358,Jerseys,166.62
P02359,Fan Merchandise,26.86
P02360,Accessories,23.28
P02361,Accessories,80.58
P02362,Training Gear,63.49
P02363,Jerseys,190.05
P02364,Fan Merchandise,75.4
P02365,Fan Merchandise,44.94
P02366,Jerseys,139.17
P02367,Jerseys,177.83
P02368,Footwear,196.85
P02369,Accessories,65.7
P02370,Training Gear,156.01
P02371,Footwear,133.77
P02372,Footwear,47.4
P02373,Accessories,66.27
P02374,Jerseys,167.67
P02375,Jerseys,197.82
P02376,Accessories,20.54
P02377,Jerseys,118.88
P02378,Training Gear,101.3
P02379,Jerseys,182.81
P02380,Accessories,81.59
P02381,Jerseys,88.53
P02382,Jerseys,179.61
P02383,Accessories,76.42
P02384,Fan Merchandise,77.35
P02385,Training Gear,136.48
P02386,Footwear,63.27
P02387,Accessories,106.05
P02388,Accessories,55.43
P02389,Footwear,216.86
P02390,Training Gear,44.56
P02391,Jerseys,170.03
P02392,Training Gear,61.29
P02393,Accessories,14.48
P02394,Footwear,218.93
P02395,Fan Merchandise,34.16
P02396,Footwear,54.49
P02397,Fan Merchandise,74.82
P02398,Fan Merchandise,43.54
P02399,Accessories,67.65
P02400,Jerseys,197.8
P02401,Jerseys,124.7
P02402,Accessories,16.71
P02403,Fan Merchandise,62.46
P02404,Accessories,81.06
P02405,Jerseys,83.16
P02406,Fan Merchandise,51.82
P02407,Fan Merchandise,38.95
P02408,Fan Merchandise,15.64
P02409,Jerseys,100.18
P02410,Accessories,100.95
P02411,Jerseys,98.54
P02412,Fan Merchandise,28.28
P02413,Fan Merchandise,80.69
P02414,Training Gear,72.29
P02415,Jerseys,191.38
P02416,Fan Merchandise,76.26
P02417,Training Gear,84.81
P02418,Footwear,109.29
P02419,Footwear,64.79
P02420,Footwear,74.31
P02421,Accessories,33.24
P02422,Jerseys,123.2
P02423,Footwear,106.98
P02424,Accessories,90.04
P02425,Fan Merchandise,33.66
P02426,Training Gear,78.28
P02427,Fan Merchandise,20.96
P02428,Training Gear,56.51
P02429,Accessories,88.3
P02430,Training Gear,118.41
P02431,Jerseys,113.32
P02432,Training Gear,100.0
P02433,Training Gear,83.08
P02434,Fan Merchandise,77.35
P02435,Jerseys,112.23
P02436,Jerseys,159.71
P02437,Jerseys,86.69
P02438,Footwear,118.14
P02439,Footwear,135.28
P02440,Jerseys,70.17
P02441,Footwear,145.74
P02442,Training Gear,99.6
P02443,Fan Merchandise,23.59
P02444,Training Gear,159.81
P02445,Accessories,19.25
P02446,Jerseys,184.82
P02447,Jerseys,126.27
P02448,Training Gear,49.62
P02449,Footwear,60.3
P02450,Fan Merchandise,63.06
P02451,Jerseys,164.4
P02452,Jerseys,152.65
P02453,Footwear,115.58
P02454,Accessories,27.26
P02455,Footwear,182.12
P02456,Training Gear,141.71
P02457,Footwear,110.54
P02458,Jerseys,176.98
P02459,Footwear,154.41
P02460,Training Gear,92.83
P02461,Fan Merchandise,56.57
P02462,Fan Merchandise,19.87
P02463,Accessories,22.54
P02464,Training Gear,121.19
P02465,Footwear,214.59
P02466,Fan Merchandise,49.07
P02467,Fan Merchandise,15.94
P02468,Footwear,52.25
P02469,Footwear,124.13
P02470,Accessories,75.77
P02471,Footwear,67.88
P02472,Jerseys,59.79
P02473,Jerseys,160.77
P02474,Footwear,66.3
P02475,Fan Merchandise,43.99
P02476,Accessories,83.41
P02477,Accessories,22.53
P02478,Accessories,54.28
P02479,Jerseys,71.16
P02480,Accessories,44.75
P02481,Training Gear,147.57
P02482,Jerseys,154.49
P02483,Fan Merchandise,13.69
P02484,Training Gear,37.1
P02485,Accessories,39.38
P02486,Jerseys,184.85
P02487,Footwear,174.48
P02488,Accessories,71.75
P02489,Fan Merchandise,23.14
P02490,Fan Merchandise,79.81
P02491,Fan Merchandise,70.99
P02492,Footwear,83.1
P02493,Fan Merchandise,41.52
P02494,Accessories,52.84
P02495,Training Gear,101.43
P02496,Fan Merchandise,39.36
P02497,Jerseys,85.45
P02498,Fan Merchandise,60.69
P02499,Accessories,77.76
P02500,Jerseys,119.15
P02501,Accessories,58.67
P02502,Footwear,49.12
P02503,Footwear,122.1
P02504,Fan Merchandise,70.43
P02505,Jerseys,140.76
P02506,Fan Merchandise,79.21
P02507,Accessories,81.65
P02508,Fan Merchandise,68.77
P02509,Fan Merchandise,45.46
P02510,Fan Merchandise,24.66
P02511,Jerseys,187.27
P02512,Training Gear,111.61
P02513,Jerseys,186.87
P02514,Fan Merchandise,57.08
P02515,Accessories,55.45
P02516,Jerseys,74.54
P02517,Accessories,49.77
P02518,Accessories,69.76
P02519,Jerseys,189.96
P02520,Jerseys,175.25
P02521,Footwear,132.37
P02522,Training Gear,81.61
P02523,Fan Merchandise,14.43
P02524,Footwear,103.21
P02525,Fan Merchandise,83.64
P02526,Accessories,84.1
P02527,Fan Merchandise,50.31
P02528,Accessories,96.23
P02529,Footwear,44.15
P02530,Footwear,212.37
P02531,Fan Merchandise,63.08
P02532,Fan Merchandise,12.97
P02533,Fan Merchandise,63.5
P02534,Footwear,54.96
P02535,Fan Merchandise,58.69
P02536,Jerseys,98.63
P02537,Fan Merchandise,27.48
P02538,Jerseys,146.07
P02539,Fan Merchandise,43.68
P02540,Training Gear,27.16
P02541,Jerseys,174.24
P02542,Fan Merchandise,31.43
P02543,Accessories,71.82
P02544,Jerseys,143.36
P02545,Jerseys,63.14
P02546,Fan Merchandise,84.8
P02547,Jerseys,119.91
P02548,Footwear,76.96
P02549,Training Gear,80.02
P02550,Accessories,70.31
P02551,Fan Merchandise,12.22
P02552,Accessories,40.01
P02553,Accessories,63.63
P02554,Fan Merchandise,62.7
P02555,Footwear,96.4
P02556,Jerseys,113.57
P02557,Accessories,32.12
P02558,Training Gear,59.61
P02559,Jerseys,154.67
P02560,Training Gear,65.89
P02561,Fan Merchandise,32.41
P02562,Accessories,39.86
P02563,Jerseys,143.83
P02564,Footwear,140.95
P02565,Accessories,50.69
P02566,Footwear,153.82
P02567,Jerseys,148.21
P02568,Jerseys,56.9
P02569,Training Gear,66.15
P02570,Jerseys,90.42
P02571,Accessories,92.91
P02572,Jerseys,94.94
P02573,Footwear,97.11
P02574,Jerseys,132.98
P02575,Fan Merchandise,51.96
P02576,Accessories,91.1
P02577,Jerseys,111.25
P02578,Training Gear,57.93
P02579,Footwear,149.48
P02580,Training Gear,121.42
P02581,Footwear,218.67
P02582,Training Gear,105.8
P02583,Training Gear,87.68
P02584,Fan Merchandise,21.71
P02585,Footwear,217.65
P02586,Accessories,78.5
P02587,Training Gear,41.43
P02588,Accessories,55.97
P02589,Jerseys,136.24
P02590,Accessories,31.69
P02591,Footwear,171.85
P02592,Accessories,75.03
P02593,Footwear,82.07
P02594,Fan Merchandise,84.25
P02595,Jerseys,192.56
P02596,Footwear,87.79
P02597,Footwear,119.53
P02598,Training Gear,145.06
P02599,Accessories,50.63
P02600,Fan Merchandise,81.7
P02601,Fan Merchandise,26.63
P02602,Accessories,82.4
P02603,Jerseys,141.93
P02604,Accessories,44.62
P02605,Jerseys,159.08
P02606,Accessories,12.42
P02607,Footwear,81.56
P02608,Training Gear,55.1
P02609,Accessories,21.75
P02610,Jerseys,59.92
P02611,Accessories,45.29
P02612,Footwear,79.29
P02613,Jerseys,74.27
P02614,Training Gear,40.34
P02615,Fan Merchandise,72.32
P02616,Fan Merchandise,18.93
P02617,Accessories,82.49
P02618,Accessories,15.4
P02619,Footwear,47.31
P02620,Accessories,54.22
P02621,Accessories,48.19
P02622,Footwear,138.23
P02623,Footwear,166.48
P02624,Footwear,95.77
P02625,Jerseys,83.19
P02626,Footwear,187.98
P02627,Jerseys,78.97
P02628,Accessories,89.85
P02629,Jerseys,140.14
P02630,Footwear,92.09
P02631,Accessories,41.43
P02632,Fan Merchandise,39.06
P02633,Jerseys,140.71
P02634,Jerseys,197.05
P02635,Accessories,41.83
P02636,Jerseys,191.57
P02637,Jerseys,84.75
P02638,Accessories,21.3
P02639,Jerseys,132.16
P02640,Fan Merchandise,83.28
P02641,Training Gear,86.85
P02642,Jerseys,170.99
P02643,Accessories,57.25
P02644,Training Gear,138.7
P02645,Accessories,91.27
P02646,Training Gear,115.44
P02647,Fan Merchandise,56.92
P02648,Jerseys,130.13
P02649,Jerseys,193.73
P02650,Footwear,140.33
P02651,Fan Merchandise,36.61
P02652,Jerseys,182.92
P02653,Fan Merchandise,60.18
P02654,Accessories,65.82
P02655,Training Gear,114.87
P02656,Fan Merchandise,37.47
P02657,Footwear,115.75
P02658,Jerseys,83.36
P02659,Accessories,95.5
P02660,Fan Merchandise,60.59
P02661,Fan Merchandise,72.17
P02662,Accessories,41.74
P02663,Fan Merchandise,84.67
P02664,Jerseys,106.8
P02665,Footwear,103.67
P02666,Training Gear,154.41
P02667,Accessories,75.51
P02668,Fan Merchandise,80.14
P02669,Jerseys,145.36
P02670,Accessories,34.65
P02671,Jerseys,111.66
P02672,Jerseys,179.54
P02673,Footwear,128.1
P02674,Fan Merchandise,63.76
P02675,Jerseys,79.15
P02676,Jerseys,112.97
P02677,Jerseys,176.72
P02678,Jerseys,191.45
P02679,Accessories,42.43
P02680,Fan Merchandise,24.6
P02681,Fan Merchandise,13.71
P02682,Jerseys,73.47
P02683,Accessories,93.57
P02684,Footwear,122.02
P02685,Accessories,39.16
P02686,Training Gear,128.14
P02687,Accessories,89.34
P02688,Training Gear,69.43
P02689,Footwear,202.25
P02690,Fan Merchandise,45.81
P02691,Fan Merchandise,31.07
P02692,Fan Merchandise,77.68
P02693,Fan Merchandise,23.17
P02694,Footwear,219.27
P02695,Fan Merchandise,56.77
P02696,Accessories,101.53
P02697,Accessories,27.88
P02698,Footwear,110.04
P02699,Footwear,197.19
P02700,Training Gear,136.87
P02701,Jerseys,181.42
P02702,Jerseys,95.67
P02703,Footwear,151.17
P02704,Accessories,48.96
P02705,Fan Merchandise,35.42
P02706,Training Gear,91.86
P02707,Accessories,81.51
P02708,Jerseys,130.19
P02709,Footwear,81.49
P02710,Jerseys,172.09
P02711,Accessories,107.78
P02712,Training Gear,69.53
P02713,Footwear,192.87
P02714,Jerseys,180.26
P02715,Fan Merchandise,31.02
P02716,Accessories,80.53
P02717,Fan Merchandise,80.5
P02718,Accessories,83.99
P02719,Jerseys,59.35
P02720,Accessories,70.45
P02721,Jerseys,167.88
P02722,Fan Merchandise,57.12
P02723,Footwear,45.17
P02724,Accessories,22.02
P02725,Training Gear,131.83
P02726,Accessories,58.81
P02727,Jerseys,193.91
P02728,Training Gear,76.93
P02729,Jerseys,174.15
P02730,Fan Merchandise,14.59
P02731,Footwear,191.38
P02732,Training Gear,139.99
P02733,Footwear,105.17
P02734,Jerseys,99.87
P02735,Training Gear,147.21
P02736,Accessories,87.77
P02737,Jerseys,141.7
P02738,Footwear,118.54
P02739,Footwear,204.18
P02740,Jerseys,163.35
P02741,Accessories,51.68
P02742,Accessories,59.67
P02743,Training Gear,31.98
P02744,Fan Merchandise,71.18
P02745,Training Gear,137.52
P02746,Accessories,45.56
P02747,Accessories,40.97
P02748,Accessories,35.22
P02749,Jerseys,80.15
P02750,Footwear,210.6
P02751,Training Gear,125.78
P02752,Fan Merchandise,43.64
P02753,Jerseys,70.97
P02754,Accessories,23.94
P02755,Jerseys,157.92
P02756,Accessories,30.31
P02757,Jerseys,105.44
P02758,Training Gear,153.9
P02759,Accessories,68.12
P02760,Jerseys,172.21
P02761,Fan Merchandise,19.58
P02762,Training Gear,64.91
P02763,Fan Merchandise,77.38
P02764,Accessories,91.05
P02765,Jerseys,159.9
P02766,Fan Merchandise,54.88
P02767,Fan Merchandise,31.63
P02768,Training Gear,101.14
P02769,Accessories,15.08
P02770,Fan Merchandise,26.77
P02771,Jerseys,130.15
P02772,Footwear,40.36
P02773,Jerseys,88.67
P02774,Footwear,67.4
P02775,Accessories,44.55
P02776,Jerseys,179.46
P02777,Fan Merchandise,81.16
P02778,Accessories,26.51
P02779,Footwear,81.59
P02780,Fan Merchandise,73.82
P02781,Footwear,71.08
P02782,Footwear,173.44
P02783,Training Gear,30.14
P02784,Footwear,156.69
P02785,Jerseys,93.53
P02786,Accessories,84.96
P02787,Jerseys,130.31
P02788,Jerseys,80.94
P02789,Fan Merchandise,41.36
P02790,Accessories,61.44
P02791,Accessories,109.6
P02792,Training Gear,86.21
P02793,Footwear,67.22
P02794,Accessories,65.52
P02795,Jerseys,86.93
P02796,Footwear,198.32
P02797,Training Gear,136.44
P02798,Fan Merchandise,21.39
P02799,Footwear,145.91
P02800,Jerseys,155.99
P02801,Jerseys,91.49
P02802,Fan Merchandise,57.73
P02803,Jerseys,122.09
P02804,Training Gear,86.46
P02805,Footwear,139.23
P02806,Jerseys,137.67
P02807,Training Gear,118.79
P02808,Training Gear,82.24
P02809,Jerseys,159.78
P02810,Accessories,58.59
P02811,Training Gear,112.12
P02812,Fan Merchandise,31.21
P02813,Accessories,64.17
P02814,Fan Merchandise,46.16
P02815,Training Gear,60.91
P02816,Accessories,16.23
P02817,Footwear,131.83
P02818,Accessories,10.98
P02819,Fan Merchandise,40.46
P02820,Accessories,47.07
P02821,Jerseys,146.89
P02822,Fan Merchandise,84.08
P02823,Accessories,95.8
P02824,Training Gear,156.46
P02825,Jerseys,192.89
P02826,Fan Merchandise,17.41
P02827,Accessories,38.19
P02828,Footwear,93.46
P02829,Accessories,17.1
P02830,Footwear,192.4
P02831,Fan Merchandise,77.36
P02832,Fan Merchandise,56.16
P02833,Footwear,200.38
P02834,Accessories,81.44
P02835,Training Gear,80.56
P02836,Jerseys,76.73
P02837,Training Gear,154.11
P02838,Footwear,164.61
P02839,Footwear,103.75
P02840,Accessories,22.86
P02841,Jerseys,170.85
P02842,Training Gear,131.89
P02843,Fan Merchandise,51.64
P02844,Fan Merchandise,85.0
P02845,Fan Merchandise,40.21
P02846,Fan Merchandise,80.77
P02847,Fan Merchandise,58.01
P02848,Fan Merchandise,65.76
P02849,Training Gear,148.22
P02850,Accessories,93.12
P02851,Jerseys,96.86
P02852,Accessories,96.72
P02853,Accessories,63.97
P02854,Jerseys,61.5
P02855,Jerseys,152.7
P02856,Jerseys,127.46
P02857,Footwear,136.59
P02858,Training Gear,76.44
P02859,Fan Merchandise,16.68
P02860,Jerseys,81.13
P02861,Training Gear,125.42
P02862,Training Gear,51.26
P02863,Training Gear,107.14
P02864,Footwear,137.53
P02865,Jerseys,87.1
P02866,Accessories,38.06
P02867,Fan Merchandise,40.0
P02868,Accessories,98.02
P02869,Fan Merchandise,80.72
P02870,Fan Merchandise,40.23
P02871,Training Gear,24.55
P02872,Accessories,70.09
P02873,Training Gear,77.3
P02874,Fan Merchandise,47.94
P02875,Jerseys,119.08
P02876,Fan Merchandise,59.78
P02877,Footwear,94.8
P02878,Footwear,200.67
P02879,Training Gear,77.82
P02880,Jerseys,104.54
P02881,Accessories,102.29
P02882,Training Gear,68.86
P02883,Jerseys,67.05
P02884,Jerseys,77.52
P02885,Footwear,168.57
P02886,Accessories,66.23
P02887,Footwear,136.23
P02888,Footwear,54.76
P02889,Fan Merchandise,23.98
P02890,Jerseys,112.45
P02891,Accessories,54.8
P02892,Footwear,107.78
P02893,Accessories,60.27
P02894,Accessories,83.35
P02895,Accessories,73.57
P02896,Jerseys,143.64
P02897,Jerseys,135.88
P02898,Footwear,76.17
P02899,Footwear,148.83
P02900,Accessories,25.85
P02901,Footwear,168.32
P02902,Jerseys,120.58
P02903,Footwear,144.66
P02904,Fan Merchandise,74.98
P02905,Accessories,47.31
P02906,Accessories,19.98
P02907,Accessories,99.14
P02908,Jerseys,107.92
P02909,Jerseys,113.95
P02910,Jerseys,97.92
P02911,Accessories,52.02
P02912,Jerseys,130.54
P02913,Footwear,191.8
P02914,Training Gear,120.26
P02915,Fan Merchandise,49.47
P02916,Footwear,177.49
P02917,Training Gear,138.39
P02918,Footwear,50.47
P02919,Footwear,146.6
P02920,Footwear,47.79
P02921,Training Gear,61.75
P02922,Jerseys,165.55
P02923,Fan Merchandise,69.76
P02924,Fan Merchandise,76.52
P02925,Accessories,59.82
P02926,Jerseys,67.2
P02927,Footwear,62.82
P02928,Fan Merchandise,29.83
P02929,Jerseys,108.97
P02930,Accessories,62.66
P02931,Footwear,156.27
P02932,Fan Merchandise,23.86
P02933,Fan Merchandise,25.79
P02934,Accessories,27.3
P02935,Accessories,85.49
P02936,Jerseys,98.8
P02937,Jerseys,79.17
P02938,Footwear,117.65
P02939,Fan Merchandise,30.07
P02940,Footwear,106.47
P02941,Footwear,188.32
P02942,Footwear,100.1
P02943,Footwear,71.47
P02944,Accessories,33.25
P02945,Fan Merchandise,14.51
P02946,Jerseys,185.66
P02947,Jerseys,156.06
P02948,Accessories,56.34
P02949,Accessories,66.09
P02950,Training Gear,54.08
P02951,Fan Merchandise,41.47
P02952,Training Gear,63.42
P02953,Training Gear,135.09
P02954,Training Gear,123.57
P02955,Accessories,38.39
P02956,Accessories,86.22
P02957,Fan Merchandise,18.86
P02958,Footwear,76.46
P02959,Jerseys,70.42
P02960,Training Gear,51.83
P02961,Accessories,32.62
P02962,Footwear,202.1
P02963,Jerseys,102.47
