TransactionID,Region,CustomerID,CustomerSegment,Team_Affiliation,ProductID,Category,Quantity,UnitPrice,Revenue,InventoryUnits,UnitsSold,SellThroughRatePct,CustomerLifetimeValue
11042,West,6080,Season Ticket Holder,Eagles,P04314,Accessories,1,12.31,12.31,195,1,0.51,3743.58
11043,North,5466,Casual Fan,Tigers,P03845,Fan Merchandise,2,92.65,185.3,422,2,0.47,1894.08
11044,North,7187,Online Shopper,Bulls,P00588,Fan Merchandise,5,96.27,481.35,244,5,2.05,1755.79
11045,West,8656,Loyal Fan,Bulls,P04342,Fan Merchandise,5,76.6,383,271,5,1.85,752.14
11046,North,4772,Season Ticket Holder,Bulls,P00256,Training Gear,5,98.77,493.85,382,2,0.52,2919.98
11047,South,1311,Casual Fan,Tigers,P00352,Footwear,4,129.18,516.72,370,4,1.08,4939.67
11048,South,7496,Season Ticket Holder,Bulls,P04589,Training Gear,3,45.63,136.89,340,3,0.88,2728.64
11049,East,2127,Online Shopper,Warriors,P03329,Fan Merchandise,3,85.36,256.08,216,3,1.39,2739.65
11050,North,4973,Season Ticket Holder,Lions,P00829,Jerseys,2,28.93,57.86,203,2,0.99,1924.07
11051,East,2889,Casual Fan,Warriors,P00321,Footwear,1,42.86,42.86,66,1,1.52,1288.22
11052,South,5400,Casual Fan,Lions,P03161,Jerseys,1,52.68,52.68,355,1,0.28,4870.69
11053,South,3789,Season Ticket Holder,Eagles,P03768,Accessories,1,109.66,109.66,209,1,0.48,2184.23
11054,South,6511,Season Ticket Holder,Bulls,P00962,Footwear,1,30.58,30.58,327,1,0.31,816.46
11055,North,8652,Casual Fan,Warriors,P04541,Accessories,2,107.48,214.96,161,2,1.24,1615.64
11056,North,2954,Online Shopper,Eagles,P03563,Accessories,2,23.11,46.22,344,2,0.58,3689
11057,South,6577,Online Shopper,Tigers,P00591,Fan Merchandise,5,105.16,525.8,138,5,3.62,4797.36
11058,East,9260,Online Shopper,Bulls,P03920,Accessories,4,119.61,478.44,289,4,1.38,1281.81
11059,East,2181,Loyal Fan,Eagles,P03121,Training Gear,3,136.28,408.84,465,3,0.65,2419.49
11060,West,7044,Loyal Fan,Sharks,P00302,Footwear,2,126.2,252.4,265,2,0.75,1611.71
11061,South,5012,Loyal Fan,Warriors,P02841,Footwear,3,99.53,298.59,425,2,0.47,1713.17
11062,East,6684,Season Ticket Holder,Bulls,P04814,Footwear,5,120.27,601.35,364,5,1.37,541.74
11063,South,3908,Loyal Fan,Bulls,P04965,Jerseys,5,110.64,553.2,185,5,2.7,3021.06
11064,East,8289,Season Ticket Holder,Lions,P01395,Footwear,2,76.26,152.52,93,2,2.15,1450.33
11065,West,8373,Online Shopper,Eagles,P00292,Accessories,1,120.16,120.16,294,1,0.34,1173.81
11066,West,5203,Casual Fan,Bulls,P03362,Accessories,4,10.75,43,79,4,5.06,750.27
11067,South,3125,Loyal Fan,Bulls,P02897,Accessories,3,122.6,367.8,382,3,0.79,2255.99
11068,East,5462,Casual Fan,Warriors,P00359,Footwear,3,139.37,418.11,456,2,0.44,2085.84
11069,North,5200,Loyal Fan,Lions,P00571,Footwear,5,137.91,689.55,428,5,1.17,3815.63
11070,West,1807,Loyal Fan,Bulls,P02997,Accessories,3,149.8,449.4,294,3,1.02,2151.86
11071,South,4354,Casual Fan,Bulls,P03623,Jerseys,1,49.03,49.03,298,1,0.34,4728.89
11072,South,3715,Online Shopper,Warriors,P02720,Jerseys,2,29.15,58.3,497,2,0.4,2306.06
11073,East,8166,Online Shopper,Warriors,P02120,Jerseys,4,78.96,315.84,126,2,1.59,2614.87
11074,South,2037,Online Shopper,Sharks,P01838,Jerseys,4,57.95,231.8,79,4,5.06,4606.05
11075,West,5411,Casual Fan,Eagles,P02996,Jerseys,1,74.02,74.02,119,1,0.84,653.85
11076,South,9072,Season Ticket Holder,Sharks,P03064,Jerseys,3,60.8,182.4,399,3,0.75,1954.82
11077,South,9486,Casual Fan,Tigers,P03718,Jerseys,1,129.71,129.71,147,1,0.68,995.3
11078,North,1388,Season Ticket Holder,Bulls,P03581,Accessories,4,85.97,343.88,288,4,1.39,2731.87
11079,North,7215,Online Shopper,Warriors,P02872,Jerseys,1,121.01,121.01,450,1,0.22,4148.84
11080,West,4282,Season Ticket Holder,Eagles,P02131,Footwear,4,51.73,206.92,231,4,1.73,4467.09
11081,East,1100,Online Shopper,Tigers,P04139,Fan Merchandise,3,65.26,195.78,452,3,0.66,290.78
11082,North,2710,Online Shopper,Bulls,P00264,Training Gear,4,50.09,200.36,80,4,5,1939.78
11083,East,4018,Online Shopper,Tigers,P01213,Footwear,1,146,146,412,1,0.24,1937.18
11084,West,8715,Online Shopper,Sharks,P01508,Fan Merchandise,5,72.36,361.8,202,5,2.48,3689.35
11085,North,3614,Casual Fan,Tigers,P00949,Footwear,4,67.36,269.44,402,4,1,4160.42
11086,East,8005,Loyal Fan,Lions,P01618,Jerseys,5,127.58,637.9,343,5,1.46,1746.36
11087,North,3391,Loyal Fan,Lions,P02578,Fan Merchandise,5,115.99,579.95,300,5,1.67,2403.45
11088,West,5617,Loyal Fan,Lions,P01201,Fan Merchandise,5,138.85,694.25,488,5,1.02,519.71
11089,West,1168,Casual Fan,Bulls,P04700,Footwear,1,115.61,115.61,355,1,0.28,520.51
11090,North,4240,Online Shopper,Tigers,P04785,Accessories,1,58.59,58.59,342,1,0.29,3666.45
11091,East,4607,Online Shopper,Bulls,P02384,Accessories,3,52.25,156.75,298,3,1.01,4151.62
11092,South,3520,Online Shopper,Bulls,P00766,Jerseys,4,105.84,423.36,415,4,0.96,1455.7
11093,South,2408,Loyal Fan,Warriors,P03396,Jerseys,2,28.15,56.3,212,2,0.94,2837.3
11094,North,5564,Online Shopper,Eagles,P01790,Footwear,5,22.43,112.15,145,5,3.45,2713.44
11095,East,5740,Season Ticket Holder,Lions,P02333,Fan Merchandise,4,121.22,484.88,177,3,1.69,4430.11
11096,South,8688,Casual Fan,Lions,P00069,Jerseys,5,99.03,495.15,493,5,1.01,443.04
11097,West,6503,Online Shopper,Lions,P00911,Training Gear,3,40.64,121.92,124,3,2.42,3185.33
11098,East,7963,Online Shopper,Sharks,P01024,Jerseys,1,103.73,103.73,265,1,0.38,1680.23
11099,South,4068,Online Shopper,Sharks,P01297,Footwear,2,53.33,106.66,403,2,0.5,3857.54
11100,East,8808,Season Ticket Holder,Lions,P02852,Accessories,1,49.78,49.78,207,1,0.48,832.4
11101,North,9232,Online Shopper,Lions,P02580,Accessories,3,48.28,144.84,192,3,1.56,3485.71
11102,East,8169,Loyal Fan,Bulls,P01944,Jerseys,3,80.95,242.85,124,3,2.42,4394.48
11103,South,5552,Online Shopper,Sharks,P04204,Footwear,5,141.79,708.95,389,5,1.29,4178.37
11104,North,5265,Loyal Fan,Eagles,P02192,Accessories,1,142.78,142.78,265,1,0.38,4766.08
11105,East,2505,Loyal Fan,Warriors,P03365,Jerseys,1,86.49,86.49,123,1,0.81,717.76
11106,West,7517,Online Shopper,Eagles,P01103,Jerseys,2,131.59,263.18,472,2,0.42,3186.83
11107,South,5566,Season Ticket Holder,Bulls,P04824,Accessories,4,80.73,322.92,404,4,0.99,441.48
11108,North,4792,Loyal Fan,Warriors,P04718,Footwear,3,78.89,236.67,347,3,0.86,2698.95
11109,East,4727,Online Shopper,Tigers,P03033,Jerseys,5,15.34,76.7,144,5,3.47,2388
11110,West,9914,Online Shopper,Tigers,P01403,Footwear,2,114.31,228.62,76,2,2.63,1013.2
11111,South,8889,Season Ticket Holder,Eagles,P01986,Fan Merchandise,1,99.21,99.21,438,1,0.23,427.83
11112,West,1161,Online Shopper,Sharks,P02389,Jerseys,5,61.4,307,403,5,1.24,4422.53
11113,East,8525,Casual Fan,Lions,P00314,Accessories,3,30.58,91.74,431,3,0.7,3016.69
11114,East,1935,Casual Fan,Tigers,P04616,Jerseys,3,148.65,445.95,124,2,1.61,2374.83
11115,North,6752,Casual Fan,Bulls,P00719,Jerseys,4,124.34,497.36,462,4,0.87,2174.34
11116,West,2641,Online Shopper,Sharks,P04975,Jerseys,1,97.82,97.82,495,1,0.2,3238.47
11117,North,7229,Loyal Fan,Sharks,P04585,Footwear,3,12.33,36.99,396,3,0.76,1724.83
11118,South,9666,Season Ticket Holder,Warriors,P04918,Training Gear,5,131.77,658.85,361,5,1.39,3657.53
11119,North,1747,Online Shopper,Tigers,P03967,Jerseys,5,95.37,476.85,220,5,2.27,1034.95
11120,South,9842,Loyal Fan,Eagles,P04835,Accessories,5,32.12,160.6,257,3,1.17,1140.73
11121,East,6914,Online Shopper,Bulls,P03290,Footwear,1,123.98,123.98,384,1,0.26,4535.69
11122,East,3485,Casual Fan,Sharks,P00657,Jerseys,1,94.5,94.5,446,1,0.22,1809.03
11123,West,9046,Casual Fan,Eagles,P03347,Footwear,3,84.31,252.93,274,3,1.09,3879.86
11124,South,1852,Loyal Fan,Eagles,P01780,Training Gear,4,29.59,118.36,438,4,0.91,310.2
11125,East,6086,Loyal Fan,Bulls,P01220,Training Gear,4,45.66,182.64,399,4,1,2530.37
11126,West,4422,Loyal Fan,Tigers,P03576,Training Gear,4,106.67,426.68,419,4,0.95,2294.18
11127,West,6264,Season Ticket Holder,Bulls,P02905,Footwear,2,59.02,118.04,483,2,0.41,450.08
11128,North,9518,Loyal Fan,Eagles,P04313,Training Gear,1,58.52,58.52,354,1,0.28,3591.96
11129,West,2951,Casual Fan,Eagles,P00195,Jerseys,1,35.24,35.24,395,1,0.25,1706.03
11130,East,8982,Casual Fan,Lions,P04217,Training Gear,3,38.81,116.43,250,3,1.2,3954.15
11131,North,8429,Season Ticket Holder,Bulls,P04410,Fan Merchandise,5,104.4,522,118,5,4.24,1330.42
11132,South,1096,Online Shopper,Eagles,P03788,Jerseys,1,139.06,139.06,148,1,0.68,1610.88
11133,South,9617,Loyal Fan,Lions,P00353,Footwear,4,17.6,70.4,152,4,2.63,653.07
11134,East,3147,Season Ticket Holder,Tigers,P02401,Accessories,2,78.93,157.86,232,2,0.86,1110.79
11135,East,1949,Online Shopper,Eagles,P01122,Training Gear,5,143.86,719.3,364,5,1.37,4774.83
11136,North,1629,Online Shopper,Sharks,P00348,Jerseys,5,84.93,424.65,281,5,1.78,3175.56
11137,North,4519,Loyal Fan,Bulls,P01537,Fan Merchandise,2,69.27,138.54,434,2,0.46,4074.17
11138,East,3811,Casual Fan,Eagles,P04191,Accessories,2,50.65,101.3,408,2,0.49,587.16
11139,East,9095,Loyal Fan,Lions,P00377,Jerseys,1,115.63,115.63,244,1,0.41,2430.02
11140,South,5009,Loyal Fan,Sharks,P03618,Jerseys,2,135.33,270.66,442,2,0.45,141.66
11141,South,1077,Casual Fan,Tigers,P01688,Training Gear,3,148.58,445.74,331,2,0.6,523.03
11142,South,3809,Casual Fan,Bulls,P02110,Jerseys,5,53.24,266.2,371,2,0.54,919.27
11143,East,7293,Casual Fan,Warriors,P00877,Jerseys,5,27.81,139.05,141,5,3.55,3358.51
11144,West,1543,Online Shopper,Warriors,P00384,Accessories,4,111.31,445.24,197,4,2.03,2687.91
11145,East,4347,Online Shopper,Lions,P03944,Accessories,1,126.32,126.32,395,1,0.25,4236.48
11146,East,4304,Loyal Fan,Tigers,P04325,Accessories,4,132.2,528.8,319,4,1.25,2309.29
11147,South,2779,Season Ticket Holder,Tigers,P02093,Footwear,1,94.59,94.59,435,1,0.23,3035.13
11148,East,2142,Loyal Fan,Eagles,P03617,Training Gear,1,144.45,144.45,427,1,0.23,3178.54
11149,North,5726,Season Ticket Holder,Warriors,P02326,Fan Merchandise,1,25.69,25.69,421,1,0.24,462.49
11150,East,1625,Loyal Fan,Eagles,P01067,Jerseys,3,53.12,159.36,70,3,4.29,4360.82
11151,East,1461,Loyal Fan,Tigers,P01828,Training Gear,2,51.96,103.92,492,2,0.41,2464.07
11152,East,4468,Loyal Fan,Lions,P04449,Fan Merchandise,2,65.83,131.66,68,2,2.94,3478.46
11153,East,8778,Online Shopper,Lions,P00217,Accessories,3,115.12,345.36,479,3,0.63,2275.01
11154,West,7565,Loyal Fan,Sharks,P03346,Accessories,4,12.83,51.32,64,4,6.25,2862.22
11155,East,9264,Season Ticket Holder,Lions,P02355,Jerseys,1,12.43,12.43,337,1,0.3,2419.41
11156,North,9437,Online Shopper,Warriors,P03594,Footwear,3,29.22,87.66,213,3,1.41,3335.9
11157,North,2333,Loyal Fan,Sharks,P04312,Accessories,4,36.01,144.04,340,4,1.18,645.87
11158,East,9442,Casual Fan,Warriors,P00152,Training Gear,2,148.48,296.96,186,2,1.08,3245.11
11159,South,2889,Online Shopper,Eagles,P01522,Fan Merchandise,5,46.11,230.55,403,5,1.24,3918.33
11160,West,6440,Casual Fan,Eagles,P00912,Jerseys,1,74.05,74.05,202,1,0.5,424.86
11161,East,8566,Loyal Fan,Lions,P01229,Jerseys,1,14.06,14.06,474,1,0.21,2917.09
11162,East,7310,Season Ticket Holder,Sharks,P01954,Jerseys,1,140.27,140.27,349,1,0.29,472.79
11163,East,4521,Casual Fan,Warriors,P01902,Training Gear,2,16.59,33.18,251,2,0.8,1392.86
11164,South,9505,Casual Fan,Warriors,P02958,Jerseys,1,136.33,136.33,98,1,1.02,1299.63
11165,South,8295,Online Shopper,Tigers,P01842,Accessories,1,38.04,38.04,232,1,0.43,4531.68
11166,South,2444,Casual Fan,Lions,P00097,Footwear,2,137.25,274.5,192,1,0.52,1176.34
11167,West,4259,Loyal Fan,Bulls,P04523,Footwear,3,56.29,168.87,416,3,0.72,1343.2
11168,North,7256,Online Shopper,Eagles,P00934,Jerseys,4,76.75,307,243,4,1.65,2219.91
11169,West,6932,Casual Fan,Bulls,P02699,Fan Merchandise,5,109.53,547.65,279,5,1.79,516.08
11170,South,1088,Season Ticket Holder,Tigers,P01840,Accessories,4,114.04,456.16,239,4,1.67,1969.71
11171,North,7176,Online Shopper,Eagles,P04498,Fan Merchandise,2,14.76,29.52,75,2,2.67,2991.4
11172,North,1232,Season Ticket Holder,Eagles,P04357,Accessories,2,12.72,25.44,475,2,0.42,865.66
11173,South,5629,Season Ticket Holder,Warriors,P04018,Jerseys,4,55.03,220.12,340,4,1.18,4669.4
11174,South,3926,Online Shopper,Eagles,P03472,Jerseys,2,81.62,163.24,478,2,0.42,1673.34
11175,West,4347,Casual Fan,Sharks,P03703,Fan Merchandise,5,132.27,661.35,81,5,6.17,1729.52
11176,South,9748,Casual Fan,Eagles,P04231,Training Gear,1,35.33,35.33,239,1,0.42,2272.73
11177,North,2166,Season Ticket Holder,Sharks,P01622,Jerseys,3,62.17,186.51,497,1,0.2,1419.47
11178,East,9491,Casual Fan,Eagles,P00830,Training Gear,5,70.96,354.8,357,5,1.4,3447.36
11179,South,9653,Online Shopper,Tigers,P03868,Footwear,2,78.28,156.56,145,2,1.38,1916
11180,South,7072,Season Ticket Holder,Warriors,P00501,Footwear,3,108.68,326.04,165,3,1.82,1492.76
11181,West,6440,Loyal Fan,Tigers,P02904,Jerseys,4,137.39,549.56,420,4,0.95,547.11
11182,West,9445,Loyal Fan,Warriors,P02482,Training Gear,1,28.07,28.07,476,1,0.21,3562.23
11183,South,3756,Loyal Fan,Tigers,P02492,Jerseys,4,75.83,303.32,141,4,2.84,2747.04
11184,North,8840,Casual Fan,Lions,P00578,Jerseys,3,147.88,443.64,360,3,0.83,4800.83
11185,North,4501,Loyal Fan,Eagles,P03482,Footwear,1,93.88,93.88,477,1,0.21,921.69
11186,East,7975,Loyal Fan,Eagles,P00070,Jerseys,4,128.8,515.2,171,1,0.58,1348.99
11187,South,5442,Season Ticket Holder,Lions,P01950,Footwear,3,134.56,403.68,384,3,0.78,4488.61
11188,West,5825,Online Shopper,Lions,P03621,Jerseys,1,19.95,19.95,364,1,0.27,4902.2
11189,North,9021,Season Ticket Holder,Sharks,P00326,Footwear,2,77.33,154.66,487,2,0.41,877.08
11190,East,4330,Season Ticket Holder,Tigers,P04407,Fan Merchandise,1,144.66,144.66,265,1,0.38,759.63
11191,South,7963,Loyal Fan,Eagles,P04483,Footwear,3,30.9,92.7,134,3,2.24,4805.49
11192,North,7990,Season Ticket Holder,Sharks,P03046,Footwear,5,36.38,181.9,434,5,1.15,4826.85
11193,South,7362,Loyal Fan,Bulls,P03991,Footwear,3,80.85,242.55,390,3,0.77,4248.23
11194,South,2774,Casual Fan,Eagles,P04063,Accessories,5,28.64,143.2,264,5,1.89,2951.9
11195,North,7011,Loyal Fan,Lions,P04080,Training Gear,4,130.39,521.56,455,4,0.88,3837.77
11196,North,4314,Online Shopper,Sharks,P01256,Jerseys,2,116.79,233.58,227,2,0.88,3909.85
11197,North,7827,Season Ticket Holder,Bulls,P04037,Fan Merchandise,1,128.94,128.94,464,1,0.22,1983.6
11198,South,8984,Online Shopper,Sharks,P00655,Training Gear,3,66.73,200.19,171,3,1.75,3212.45
11199,South,2125,Online Shopper,Sharks,P03635,Training Gear,2,100.57,201.14,483,2,0.41,4704.75
11200,East,9178,Season Ticket Holder,Tigers,P03026,Jerseys,5,55.79,278.95,462,5,1.08,2044.87
11201,West,9003,Season Ticket Holder,Bulls,P03927,Jerseys,5,18.84,94.2,216,5,2.31,1402.02
11202,South,5538,Season Ticket Holder,Sharks,P01785,Accessories,3,118.48,355.44,160,3,1.88,3826.56
11203,West,9569,Online Shopper,Eagles,P04627,Fan Merchandise,5,146.03,730.15,50,5,10,4710
11204,North,2818,Casual Fan,Tigers,P04931,Accessories,2,50.03,100.06,114,2,1.75,2890.48
11205,South,3154,Online Shopper,Eagles,P03847,Jerseys,2,50.27,100.54,355,2,0.56,3208.2
11206,East,9037,Casual Fan,Bulls,P01519,Jerseys,2,38.92,77.84,323,2,0.62,1578.4
11207,East,4322,Loyal Fan,Sharks,P00070,Accessories,3,69.72,209.16,354,3,0.85,2035.65
11208,West,2321,Season Ticket Holder,Sharks,P04156,Training Gear,5,62.6,313,380,5,1.32,2783.41
11209,North,1842,Online Shopper,Bulls,P03964,Jerseys,5,133.88,669.4,288,1,0.35,4392.78
11210,West,1428,Casual Fan,Eagles,P02846,Jerseys,4,120.64,482.56,166,4,2.41,4441.39
11211,North,5764,Casual Fan,Warriors,P02655,Footwear,1,133.28,133.28,86,1,1.16,3272.06
11212,East,6504,Casual Fan,Sharks,P01995,Accessories,1,138.73,138.73,247,1,0.4,2858.49
11213,West,5179,Season Ticket Holder,Sharks,P00228,Training Gear,5,105.09,525.45,165,5,3.03,2814.04
11214,East,2666,Casual Fan,Tigers,P00540,Training Gear,5,100.07,500.35,125,5,4,190.67
11215,East,7084,Season Ticket Holder,Eagles,P01191,Accessories,2,75.26,150.52,84,2,2.38,3255.2
11216,North,3675,Online Shopper,Sharks,P04158,Jerseys,3,21.61,64.83,282,3,1.06,1242.32
11217,West,7623,Casual Fan,Eagles,P00168,Accessories,5,72.48,362.4,410,5,1.22,1509.38
11218,West,7822,Casual Fan,Tigers,P04223,Fan Merchandise,4,60.76,243.04,476,4,0.84,4802.34
11219,East,2415,Season Ticket Holder,Eagles,P00393,Fan Merchandise,4,62.98,251.92,242,2,0.83,1417.43
11220,East,2407,Season Ticket Holder,Eagles,P03285,Fan Merchandise,5,80.2,401,220,3,1.36,4638.92
11221,North,3020,Online Shopper,Tigers,P01203,Footwear,1,83.82,83.82,371,1,0.27,2561.66
11222,South,8200,Season Ticket Holder,Sharks,P04155,Training Gear,3,40.24,120.72,468,3,0.64,568.53
11223,South,3533,Online Shopper,Eagles,P00922,Fan Merchandise,4,48.47,193.88,83,4,4.82,894.7
11224,East,7392,Online Shopper,Warriors,P01277,Accessories,5,38.45,192.25,475,5,1.05,927.99
11225,South,6418,Casual Fan,Sharks,P00472,Jerseys,5,113.1,565.5,155,5,3.23,1587.94
11226,South,2454,Loyal Fan,Tigers,P01906,Fan Merchandise,2,145.01,290.02,57,2,3.51,1921.21
11227,South,8174,Loyal Fan,Lions,P00281,Footwear,4,44.26,177.04,439,4,0.91,2375.45
11228,South,4394,Season Ticket Holder,Bulls,P00584,Jerseys,2,130.91,261.82,473,2,0.42,2943.13
11229,East,4401,Season Ticket Holder,Warriors,P02679,Jerseys,3,112.23,336.69,373,3,0.8,3957.15
11230,South,7632,Loyal Fan,Sharks,P02975,Accessories,3,52.87,158.61,456,3,0.66,1407.9
11231,South,9055,Online Shopper,Bulls,P04693,Footwear,4,83.49,333.96,496,4,0.81,1747.47
11232,North,2438,Loyal Fan,Tigers,P00367,Jerseys,2,95.4,190.8,301,2,0.66,3869.5
11233,East,5654,Online Shopper,Warriors,P04706,Training Gear,1,118,118,63,1,1.59,2899.26
11234,West,1339,Online Shopper,Sharks,P04594,Training Gear,2,86.21,172.42,138,2,1.45,3630.34
11235,West,7638,Season Ticket Holder,Bulls,P02577,Training Gear,4,101.8,407.2,491,4,0.81,3375.43
11236,North,2291,Season Ticket Holder,Lions,P00652,Jerseys,4,54.87,219.48,469,4,0.85,996.76
11237,North,5602,Season Ticket Holder,Sharks,P00021,Accessories,2,27.26,54.52,211,2,0.95,2966.45
11238,East,2633,Loyal Fan,Lions,P03750,Jerseys,5,18.41,92.05,381,5,1.31,4231.86
11239,West,5220,Loyal Fan,Lions,P01164,Footwear,5,50.86,254.3,165,5,3.03,4946.88
11240,South,8448,Loyal Fan,Eagles,P02991,Footwear,1,103.49,103.49,326,1,0.31,479.92
11241,North,7786,Online Shopper,Tigers,P02170,Training Gear,1,22.48,22.48,478,1,0.21,1508.59
11242,West,8079,Season Ticket Holder,Eagles,P03651,Footwear,1,113.44,113.44,363,1,0.28,128.35
11243,East,6825,Casual Fan,Lions,P04433,Jerseys,4,67.01,268.04,301,4,1.33,973.98
11244,South,8250,Loyal Fan,Tigers,P03729,Footwear,4,75.54,302.16,192,4,2.08,3368.36
11245,East,1668,Casual Fan,Tigers,P03831,Footwear,5,39.82,199.1,94,5,5.32,2310.09
11246,North,7376,Casual Fan,Tigers,P02013,Fan Merchandise,2,107.62,215.24,66,2,3.03,2859.42
11247,West,5171,Loyal Fan,Warriors,P04054,Fan Merchandise,3,145.87,437.61,99,3,3.03,496.59
11248,West,4675,Loyal Fan,Sharks,P04125,Jerseys,2,66.15,132.3,137,2,1.46,2193.25
11249,West,8882,Loyal Fan,Lions,P01691,Jerseys,5,26.18,130.9,488,5,1.02,1054.7
11250,West,2648,Season Ticket Holder,Tigers,P04732,Jerseys,5,12.4,62,464,5,1.08,3474.44
11251,South,4297,Casual Fan,Bulls,P02331,Training Gear,5,131.26,656.3,285,5,1.75,2158.64
11252,South,6291,Online Shopper,Warriors,P02564,Jerseys,5,108.74,543.7,80,5,6.25,3333.08
11253,East,6635,Casual Fan,Warriors,P03055,Jerseys,4,128.49,513.96,390,3,0.77,697.13
11254,South,3161,Online Shopper,Bulls,P04753,Footwear,1,64.97,64.97,402,1,0.25,661.53
11255,North,2133,Casual Fan,Lions,P02613,Jerseys,1,98.66,98.66,59,1,1.69,2972.11
11256,North,6641,Casual Fan,Eagles,P01962,Jerseys,2,64.3,128.6,371,2,0.54,4469.24
11257,West,9495,Season Ticket Holder,Warriors,P02739,Footwear,2,56.01,112.02,358,2,0.56,3753.58
11258,North,7149,Online Shopper,Lions,P04460,Jerseys,5,92.65,463.25,316,5,1.58,4043.06
11259,East,2629,Loyal Fan,Warriors,P02230,Footwear,5,40.59,202.95,233,5,2.15,1077.37
11260,South,8274,Loyal Fan,Lions,P04862,Fan Merchandise,3,112.06,336.18,128,3,2.34,2593.62
11261,South,2233,Season Ticket Holder,Tigers,P03718,Jerseys,1,98.72,98.72,418,1,0.24,4433.96
11262,South,2598,Loyal Fan,Eagles,P00685,Footwear,5,66.91,334.55,138,5,3.62,4688.51
11263,North,4637,Casual Fan,Bulls,P01631,Fan Merchandise,2,49.94,99.88,211,2,0.95,379.48
11264,South,6332,Season Ticket Holder,Warriors,P01585,Fan Merchandise,2,60.37,120.74,264,1,0.38,881.44
11265,West,7727,Online Shopper,Bulls,P02103,Footwear,2,53.6,107.2,220,2,0.91,605.86
11266,West,3380,Season Ticket Holder,Warriors,P01498,Accessories,3,60.59,181.77,180,2,1.11,930.37
11267,West,7225,Casual Fan,Warriors,P02093,Jerseys,5,12.23,61.15,319,5,1.57,871
11268,North,5649,Season Ticket Holder,Sharks,P04309,Training Gear,5,57.65,288.25,334,5,1.5,2425.41
11269,South,6328,Casual Fan,Sharks,P04996,Fan Merchandise,5,85.71,428.55,293,4,1.37,1739.52
11270,North,2417,Season Ticket Holder,Bulls,P02119,Footwear,3,77.54,232.62,171,3,1.75,494.61
11271,South,6800,Online Shopper,Tigers,P00689,Footwear,5,29.77,148.85,66,5,7.58,1680.21
11272,East,8916,Online Shopper,Warriors,P01259,Jerseys,1,142.57,142.57,375,1,0.27,4513.25
11273,East,6258,Loyal Fan,Eagles,P02658,Accessories,5,35.82,179.1,222,5,2.25,2366.75
11274,North,1266,Casual Fan,Sharks,P03598,Accessories,5,90.91,454.55,358,5,1.4,3702.81
11275,West,9462,Loyal Fan,Lions,P04467,Accessories,2,61.99,123.98,483,2,0.41,1276.94
11276,North,3566,Season Ticket Holder,Lions,P02794,Jerseys,5,104.27,521.35,225,4,1.78,2382.86
11277,West,7365,Season Ticket Holder,Lions,P03215,Footwear,4,71,284,374,4,1.07,4429.5
11278,South,4318,Season Ticket Holder,Tigers,P03568,Accessories,3,15.74,47.22,114,3,2.63,4492.84
11279,West,3498,Season Ticket Holder,Warriors,P00447,Jerseys,2,98.73,197.46,123,2,1.63,834.4
11280,West,2125,Online Shopper,Warriors,P01059,Jerseys,3,139.59,418.77,438,3,0.68,1745.88
11281,South,6627,Season Ticket Holder,Bulls,P04478,Jerseys,4,131.73,526.92,333,4,1.2,1767.84
11282,East,2437,Online Shopper,Sharks,P02702,Training Gear,2,55.96,111.92,273,2,0.73,1527.93
11283,South,9906,Loyal Fan,Lions,P00896,Accessories,2,55.52,111.04,120,2,1.67,2129.54
11284,North,8911,Online Shopper,Tigers,P03389,Training Gear,4,92.27,369.08,347,4,1.15,2384.54
11285,North,2479,Online Shopper,Bulls,P02343,Jerseys,4,37.53,150.12,365,4,1.1,2692.14
11286,North,1286,Casual Fan,Eagles,P04583,Fan Merchandise,1,97.88,97.88,307,1,0.33,307.97
11287,North,6447,Season Ticket Holder,Warriors,P01464,Training Gear,2,122.16,244.32,327,2,0.61,1244.02
11288,North,7650,Season Ticket Holder,Warriors,P03755,Footwear,3,38.49,115.47,408,3,0.74,3263.93
11289,East,1295,Season Ticket Holder,Tigers,P00417,Jerseys,5,144.11,720.55,144,5,3.47,3354.08
11290,East,7719,Loyal Fan,Bulls,P03381,Jerseys,4,80.45,321.8,147,4,2.72,3076.76
11291,West,3041,Season Ticket Holder,Bulls,P03972,Fan Merchandise,1,40.48,40.48,59,1,1.69,1108.22
11292,North,4555,Season Ticket Holder,Sharks,P02421,Footwear,4,19.37,77.48,461,2,0.43,2145.98
11293,South,5681,Season Ticket Holder,Tigers,P03005,Footwear,3,50.11,150.33,393,3,0.76,2672.83
11294,North,8239,Casual Fan,Bulls,P03078,Jerseys,5,76.28,381.4,171,5,2.92,948.4
11295,East,2040,Online Shopper,Sharks,P00601,Training Gear,5,77,385,341,5,1.47,4777.15
11296,North,6460,Casual Fan,Bulls,P00227,Jerseys,4,38.62,154.48,494,4,0.81,2764.53
11297,East,3716,Season Ticket Holder,Warriors,P03935,Footwear,5,46.15,230.75,51,5,9.8,418
11298,West,7161,Online Shopper,Sharks,P04886,Footwear,5,104.96,524.8,484,5,1.03,3906.55
11299,West,9167,Casual Fan,Bulls,P01835,Footwear,3,118.48,355.44,295,3,1.02,4991.49
11300,West,1012,Season Ticket Holder,Sharks,P04817,Footwear,4,25.09,100.36,467,4,0.86,823.81
11301,East,1551,Season Ticket Holder,Sharks,P01170,Footwear,1,103.23,103.23,212,1,0.47,246.65
