ProductID,InventoryUnits,UnitsSold,SellThroughRatePct
P02326,495,283,57.17
P02327,340,101,29.71
P02328,70,33,47.14
P02329,212,34,16.04
P02330,74,12,16.22
P02331,443,100,22.57
P02332,421,101,23.99
P02333,259,47,18.15
P02334,169,30,17.75
P02335,373,250,67.02
P02336,132,61,46.21
P02337,396,200,50.51
P02338,443,127,28.67
P02339,130,18,13.85
P02340,289,211,73.01
P02341,119,16,13.45
P02342,327,208,63.61
P02343,353,188,53.26
P02344,53,19,35.85
P02345,475,278,58.53
P02346,167,100,59.88
P02347,258,173,67.05
P02348,166,75,45.18
P02349,457,109,23.85
P02350,392,185,47.19
P02351,495,81,16.36
P02352,223,77,34.53
P02353,303,151,49.83
P02354,309,81,26.21
P02355,153,101,66.01
P02356,469,344,73.35
P02357,438,65,14.84
P02358,493,115,23.33
P02359,255,104,40.78
P02360,107,13,12.15
P02361,121,19,15.7
P02362,300,206,68.67
P02363,418,54,12.92
P02364,364,95,26.1
P02365,379,142,37.47
P02366,401,45,11.22
P02367,429,269,62.7
P02368,464,297,64.01
P02369,213,76,35.68
P02370,377,87,23.08
P02371,175,119,68.0
P02372,360,195,54.17
P02373,74,33,44.59
P02374,74,26,35.14
P02375,139,63,45.32
P02376,295,77,26.1
P02377,459,180,39.22
P02378,319,174,54.55
P02379,302,111,36.75
P02380,363,198,54.55
P02381,448,260,58.04
P02382,312,184,58.97
P02383,382,180,47.12
P02384,234,51,21.79
P02385,497,276,55.53
P02386,269,170,63.2
P02387,451,73,16.19
P02388,485,331,68.25
P02389,447,318,71.14
P02390,198,106,53.54
P02391,218,38,17.43
P02392,403,212,52.61
P02393,467,155,33.19
P02394,323,96,29.72
P02395,399,49,12.28
P02396,249,142,57.03
P02397,435,204,46.9
P02398,236,93,39.41
P02399,329,116,35.26
P02400,291,107,36.77
P02401,426,168,39.44
P02402,409,168,41.08
P02403,427,70,16.39
P02404,104,36,34.62
P02405,160,23,14.37
P02406,459,277,60.35
P02407,108,47,43.52
P02408,398,247,62.06
P02409,335,127,37.91
P02410,207,41,19.81
P02411,67,20,29.85
P02412,54,14,25.93
P02413,451,174,38.58
P02414,97,59,60.82
P02415,385,68,17.66
P02416,114,41,35.96
P02417,228,36,15.79
P02418,96,34,35.42
P02419,336,161,47.92
P02420,96,14,14.58
P02421,331,47,14.2
P02422,482,277,57.47
P02423,383,140,36.55
P02424,346,114,32.95
P02425,457,250,54.7
P02426,419,65,15.51
P02427,379,250,65.96
P02428,303,183,60.4
P02429,225,79,35.11
P02430,328,133,40.55
P02431,97,35,36.08
P02432,446,272,60.99
P02433,448,53,11.83
P02434,167,90,53.89
P02435,390,116,29.74
P02436,362,220,60.77
P02437,434,321,73.96
P02438,454,128,28.19
P02439,384,150,39.06
P02440,471,215,45.65
P02441,196,90,45.92
P02442,249,50,20.08
P02443,117,56,47.86
P02444,435,248,57.01
P02445,174,124,71.26
P02446,276,158,57.25
P02447,123,61,49.59
P02448,166,42,25.3
P02449,353,58,16.43
P02450,162,83,51.23
P02451,281,142,50.53
P02452,253,163,64.43
P02453,326,127,38.96
P02454,166,35,21.08
P02455,268,66,24.63
P02456,63,26,41.27
P02457,283,86,30.39
P02458,97,21,21.65
P02459,377,64,16.98
P02460,432,159,36.81
P02461,230,73,31.74
P02462,447,325,72.71
P02463,226,148,65.49
P02464,442,97,21.95
P02465,283,167,59.01
P02466,299,123,41.14
P02467,233,164,70.39
P02468,470,233,49.57
P02469,367,85,23.16
P02470,274,62,22.63
P02471,408,297,72.79
P02472,258,180,69.77
P02473,444,184,41.44
P02474,263,123,46.77
P02475,414,189,45.65
P02476,164,98,59.76
P02477,304,124,40.79
P02478,326,59,18.1
P02479,287,89,31.01
P02480,252,118,46.83
P02481,50,16,32.0
P02482,488,307,62.91
P02483,147,105,71.43
P02484,127,33,25.98
P02485,415,281,67.71
P02486,84,47,55.95
P02487,393,189,48.09
P02488,208,38,18.27
P02489,374,137,36.63
P02490,146,109,74.66
P02491,366,191,52.19
P02492,496,240,48.39
P02493,276,34,12.32
P02494,301,93,30.9
P02495,325,136,41.85
P02496,211,109,51.66
P02497,297,195,65.66
P02498,339,135,39.82
P02499,61,17,27.87
P02500,253,72,28.46
P02501,287,54,18.82
P02502,143,28,19.58
P02503,261,78,29.89
P02504,227,136,59.91
P02505,299,110,36.79
P02506,178,117,65.73
P02507,454,325,71.59
P02508,336,50,14.88
P02509,332,187,56.33
P02510,417,65,15.59
P02511,59,9,15.25
P02512,168,47,27.98
P02513,131,22,16.79
P02514,329,175,53.19
P02515,204,115,56.37
P02516,368,190,51.63
P02517,473,224,47.36
P02518,216,131,60.65
P02519,198,119,60.1
P02520,269,179,66.54
P02521,270,149,55.19
P02522,211,70,33.18
P02523,205,90,43.9
P02524,217,91,41.94
P02525,269,46,17.1
P02526,250,157,62.8
P02527,255,177,69.41
P02528,182,135,74.18
P02529,335,87,25.97
P02530,269,44,16.36
P02531,153,26,16.99
P02532,388,242,62.37
P02533,446,228,51.12
P02534,227,134,59.03
P02535,285,196,68.77
P02536,475,117,24.63
P02537,192,65,33.85
P02538,148,91,61.49
P02539,205,55,26.83
P02540,252,108,42.86
P02541,249,97,38.96
P02542,320,156,48.75
P02543,174,129,74.14
P02544,294,49,16.67
P02545,98,41,41.84
P02546,476,344,72.27
P02547,182,59,32.42
P02548,195,113,57.95
P02549,122,86,70.49
P02550,219,56,25.57
P02551,488,75,15.37
P02552,318,47,14.78
P02553,350,52,14.86
P02554,318,104,32.7
P02555,200,36,18.0
P02556,404,147,36.39
P02557,204,120,58.82
P02558,407,120,29.48
P02559,493,203,41.18
P02560,54,10,18.52
P02561,125,69,55.2
P02562,393,120,30.53
P02563,104,20,19.23
P02564,373,269,72.12
P02565,160,96,60.0
P02566,313,164,52.4
P02567,343,195,56.85
P02568,192,72,37.5
P02569,435,128,29.43
P02570,458,195,42.58
P02571,148,94,63.51
P02572,382,278,72.77
P02573,352,174,49.43
P02574,165,57,34.55
P02575,417,236,56.59
P02576,187,103,55.08
P02577,165,43,26.06
P02578,369,141,38.21
P02579,103,19,18.45
P02580,462,167,36.15
P02581,223,133,59.64
P02582,270,82,30.37
P02583,355,182,51.27
P02584,445,139,31.24
P02585,396,77,19.44
P02586,221,129,58.37
P02587,387,187,48.32
P02588,227,144,63.44
P02589,282,153,54.26
P02590,358,226,63.13
P02591,297,60,20.2
P02592,72,36,50.0
P02593,70,24,34.29
P02594,112,66,58.93
P02595,87,42,48.28
P02596,377,51,13.53
P02597,136,61,44.85
P02598,158,92,58.23
P02599,191,52,27.23
P02600,128,67,52.34
P02601,440,285,64.77
P02602,90,13,14.44
P02603,136,65,47.79
P02604,151,102,67.55
P02605,87,16,18.39
P02606,162,45,27.78
P02607,133,67,50.38
P02608,203,98,48.28
P02609,118,73,61.86
P02610,472,240,50.85
P02611,403,191,47.39
P02612,340,134,39.41
P02613,316,48,15.19
P02614,361,175,48.48
P02615,473,95,20.08
P02616,109,81,74.31
P02617,289,44,15.22
P02618,136,20,14.71
P02619,253,155,61.26
P02620,454,75,16.52
P02621,334,121,36.23
P02622,335,235,70.15
P02623,93,57,61.29
P02624,414,104,25.12
P02625,371,98,26.42
P02626,210,102,48.57
P02627,200,83,41.5
P02628,309,54,17.48
P02629,391,79,20.2
P02630,275,171,62.18
P02631,435,141,32.41
P02632,142,88,61.97
P02633,360,80,22.22
P02634,421,206,48.93
P02635,368,158,42.93
P02636,200,62,31.0
P02637,258,128,49.61
P02638,260,47,18.08
P02639,188,123,65.43
P02640,109,64,58.72
P02641,134,38,28.36
P02642,337,161,47.77
P02643,151,104,68.87
P02644,406,152,37.44
P02645,406,136,33.5
P02646,234,145,61.97
P02647,214,22,10.28
P02648,490,268,54.69
P02649,55,13,23.64
P02650,165,91,55.15
P02651,360,138,38.33
P02652,442,50,11.31
P02653,256,171,66.8
P02654,374,170,45.45
P02655,148,45,30.41
P02656,467,260,55.67
P02657,312,132,42.31
P02658,383,47,12.27
P02659,129,67,51.94
P02660,272,199,73.16
P02661,377,92,24.4
P02662,236,156,66.1
P02663,482,243,50.41
P02664,423,64,15.13
P02665,108,62,57.41
P02666,428,166,38.79
P02667,222,137,61.71
P02668,315,162,51.43
P02669,233,24,10.3
P02670,365,66,18.08
P02671,243,80,32.92
P02672,258,107,41.47
P02673,312,220,70.51
P02674,148,94,63.51
P02675,241,150,62.24
P02676,72,32,44.44
P02677,76,12,15.79
P02678,344,201,58.43
P02679,175,27,15.43
P02680,351,56,15.95
P02681,391,104,26.6
P02682,349,244,69.91
P02683,239,140,58.58
P02684,303,45,14.85
P02685,402,280,69.65
P02686,204,124,60.78
P02687,237,117,49.37
P02688,158,29,18.35
P02689,140,43,30.71
P02690,79,23,29.11
P02691,81,42,51.85
P02692,116,56,48.28
P02693,396,111,28.03
P02694,332,100,30.12
P02695,89,39,43.82
P02696,395,257,65.06
P02697,387,70,18.09
P02698,458,262,57.21
P02699,485,362,74.64
P02700,87,51,58.62
P02701,285,110,38.6
P02702,416,239,57.45
P02703,157,104,66.24
P02704,318,191,60.06
P02705,90,10,11.11
P02706,185,34,18.38
P02707,490,83,16.94
P02708,376,45,11.97
P02709,167,94,56.29
P02710,495,136,27.47
P02711,141,80,56.74
P02712,220,117,53.18
P02713,249,110,44.18
P02714,332,46,13.86
P02715,168,50,29.76
P02716,167,20,11.98
P02717,351,243,69.23
P02718,142,43,30.28
P02719,114,18,15.79
P02720,117,12,10.26
P02721,197,98,49.75
P02722,64,32,50.0
P02723,65,49,75.38
P02724,375,108,28.8
P02725,293,38,12.97
P02726,115,70,60.87
P02727,164,49,29.88
P02728,354,111,31.36
P02729,410,283,69.02
P02730,441,209,47.39
P02731,147,53,36.05
P02732,430,309,71.86
P02733,242,66,27.27
P02734,184,21,11.41
P02735,309,77,24.92
P02736,105,14,13.33
P02737,258,94,36.43
P02738,249,159,63.86
P02739,318,233,73.27
P02740,131,73,55.73
P02741,77,54,70.13
P02742,218,80,36.7
P02743,492,146,29.67
P02744,305,61,20.0
P02745,296,126,42.57
P02746,339,106,31.27
P02747,278,47,16.91
P02748,148,104,70.27
P02749,493,89,18.05
P02750,152,88,57.89
P02751,338,49,14.5
P02752,439,194,44.19
P02753,346,186,53.76
P02754,475,120,25.26
P02755,130,19,14.62
P02756,339,165,48.67
P02757,91,45,49.45
P02758,300,91,30.33
P02759,132,45,34.09
P02760,346,45,13.01
P02761,196,57,29.08
P02762,107,72,67.29
P02763,439,93,21.18
P02764,453,183,40.4
P02765,126,68,53.97
P02766,143,89,62.24
P02767,67,10,14.93
P02768,351,170,48.43
P02769,452,229,50.66
P02770,149,34,22.82
P02771,253,30,11.86
P02772,367,238,64.85
P02773,249,96,38.55
P02774,389,54,13.88
P02775,389,185,47.56
P02776,383,132,34.46
P02777,371,56,15.09
P02778,242,69,28.51
P02779,227,71,31.28
P02780,323,153,47.37
P02781,98,35,35.71
P02782,319,54,16.93
P02783,64,33,51.56
P02784,374,215,57.49
P02785,322,138,42.86
P02786,274,39,14.23
P02787,186,31,16.67
P02788,278,198,71.22
P02789,335,75,22.39
P02790,357,107,29.97
P02791,465,254,54.62
P02792,126,77,61.11
P02793,69,48,69.57
P02794,343,122,35.57
P02795,123,92,74.8
P02796,116,19,16.38
P02797,173,110,63.58
P02798,376,104,27.66
P02799,78,55,70.51
P02800,225,150,66.67
P02801,97,58,59.79
P02802,427,210,49.18
P02803,392,94,23.98
P02804,89,36,40.45
P02805,173,21,12.14
P02806,257,144,56.03
P02807,255,45,17.65
P02808,125,33,26.4
P02809,259,67,25.87
P02810,440,269,61.14
P02811,149,54,36.24
P02812,106,47,44.34
P02813,223,53,23.77
P02814,268,85,31.72
P02815,178,77,43.26
P02816,97,22,22.68
P02817,88,48,54.55
P02818,408,160,39.22
P02819,109,81,74.31
P02820,176,46,26.14
P02821,392,140,35.71
P02822,317,222,70.03
P02823,61,41,67.21
P02824,126,52,41.27
P02825,262,47,17.94
P02826,208,76,36.54
P02827,495,238,48.08
P02828,101,27,26.73
P02829,61,14,22.95
P02830,297,132,44.44
P02831,481,103,21.41
P02832,51,34,66.67
P02833,422,63,14.93
P02834,496,368,74.19
P02835,237,107,45.15
P02836,237,175,73.84
P02837,496,292,58.87
P02838,333,66,19.82
P02839,296,73,24.66
P02840,179,30,16.76
P02841,469,269,57.36
P02842,163,34,20.86
P02843,226,128,56.64
P02844,430,283,65.81
P02845,279,103,36.92
P02846,391,207,52.94
P02847,497,339,68.21
P02848,339,200,59.0
P02849,123,23,18.7
P02850,388,113,29.12
P02851,319,143,44.83
P02852,128,35,27.34
P02853,99,42,42.42
P02854,470,338,71.91
P02855,97,38,39.18
P02856,254,69,27.17
P02857,493,96,19.47
P02858,440,302,68.64
P02859,427,106,24.82
P02860,381,86,22.57
P02861,264,121,45.83
P02862,178,71,39.89
P02863,453,159,35.1
P02864,306,146,47.71
P02865,228,107,46.93
P02866,484,70,14.46
P02867,216,80,37.04
P02868,66,38,57.58
P02869,320,111,34.69
P02870,241,180,74.69
P02871,330,83,25.15
P02872,329,139,42.25
P02873,333,179,53.75
P02874,202,92,45.54
P02875,163,20,12.27
P02876,193,84,43.52
P02877,484,352,72.73
P02878,386,141,36.53
P02879,226,40,17.7
P02880,462,53,11.47
P02881,394,145,36.8
P02882,291,64,21.99
P02883,410,263,64.15
P02884,476,342,71.85
P02885,305,217,71.15
P02886,95,33,34.74
P02887,243,96,39.51
P02888,152,46,30.26
P02889,364,67,18.41
P02890,89,41,46.07
P02891,260,57,21.92
P02892,245,34,13.88
P02893,223,145,65.02
P02894,332,206,62.05
P02895,295,207,70.17
P02896,140,44,31.43
P02897,410,273,66.59
P02898,251,90,35.86
P02899,120,18,15.0
P02900,357,142,39.78
P02901,226,104,46.02
P02902,337,128,37.98
P02903,389,237,60.93
P02904,333,109,32.73
P02905,473,330,69.77
P02906,322,48,14.91
P02907,221,126,57.01
P02908,493,347,70.39
P02909,281,129,45.91
P02910,371,249,67.12
P02911,198,109,55.05
P02912,458,50,10.92
P02913,472,253,53.6
P02914,478,252,52.72
P02915,224,22,9.82
P02916,436,160,36.7
P02917,352,44,12.5
P02918,92,27,29.35
P02919,462,342,74.03
P02920,288,205,71.18
P02921,289,158,54.67
P02922,221,75,33.94
P02923,433,155,35.8
P02924,93,12,12.9
P02925,223,71,31.84
P02926,303,185,61.06
P02927,138,60,43.48
P02928,145,59,40.69
P02929,327,52,15.9
P02930,311,217,69.77
P02931,418,119,28.47
P02932,417,145,34.77
P02933,58,18,31.03
P02934,227,71,31.28
P02935,431,211,48.96
P02936,477,242,50.73
P02937,92,45,48.91
P02938,394,57,14.47
P02939,154,112,72.73
P02940,411,232,56.45
P02941,250,168,67.2
P02942,100,20,20.0
P02943,141,100,70.92
P02944,473,269,56.87
P02945,395,168,42.53
P02946,65,7,10.77
P02947,476,126,26.47
P02948,429,277,64.57
P02949,295,102,34.58
P02950,63,34,53.97
P02951,245,141,57.55
P02952,123,74,60.16
P02953,214,75,35.05
P02954,191,132,69.11
P02955,370,107,28.92
P02956,381,245,64.3
P02957,127,48,37.8
P02958,454,115,25.33
P02959,351,113,32.19
P02960,349,216,61.89
P02961,399,199,49.87
P02962,377,71,18.83
P02963,404,73,18.07
P02964,180,98,54.44
P02965,359,92,25.63
P02966,488,115,23.57
P02967,389,228,58.61
P02968,233,72,30.9
P02969,334,48,14.37
P02970,460,173,37.61
P02971,344,162,47.09
P02972,400,196,49.0
P02973,450,62,13.78
P02974,215,85,39.53
P02975,200,67,33.5
P02976,204,80,39.22
P02977,216,27,12.5
P02978,355,104,29.3
P02979,268,139,51.87
P02980,473,86,18.18
P02981,358,259,72.35
P02982,352,263,74.72
P02983,477,159,33.33
P02984,435,236,54.25
P02985,64,33,51.56
P02986,484,101,20.87
P02987,446,157,35.2
P02988,198,146,73.74
P02989,156,29,18.59
P02990,292,138,47.26
P02991,499,244,48.9
P02992,324,68,20.99
P02993,310,139,44.84
P02994,147,102,69.39
P02995,453,79,17.44
P02996,408,91,22.3
P02997,75,20,26.67
P02998,167,98,58.68
P02999,446,212,47.53
P03000,368,157,42.66
P03001,231,142,61.47
P03002,285,210,73.68
P03003,106,24,22.64
P03004,426,267,62.68
P03005,334,114,34.13
P03006,280,55,19.64
P03007,325,87,26.77
P03008,314,113,35.99
P03009,245,168,68.57
P03010,131,54,41.22
P03011,266,133,50.0
P03012,413,50,12.11
P03013,74,10,13.51
P03014,230,163,70.87
P03015,419,270,64.44
P03016,310,130,41.94
P03017,61,14,22.95
P03018,430,54,12.56
P03019,74,54,72.97
P03020,265,27,10.19
P03021,101,26,25.74
P03022,173,94,54.34
P03023,227,161,70.93
P03024,169,30,17.75
P03025,444,268,60.36
P03026,304,96,31.58
P03027,212,115,54.25
P03028,181,29,16.02
P03029,273,181,66.3
P03030,202,113,55.94
P03031,412,297,72.09
P03032,155,66,42.58
P03033,360,244,67.78
P03034,250,113,45.2
P03035,168,73,43.45
P03036,259,42,16.22
P03037,103,65,63.11
P03038,286,105,36.71
P03039,372,182,48.92
P03040,316,165,52.22
P03041,56,34,60.71
P03042,314,149,47.45
P03043,61,31,50.82
P03044,215,94,43.72
P03045,335,167,49.85
P03046,455,177,38.9
P03047,489,296,60.53
P03048,280,176,62.86
P03049,145,63,43.45
P03050,424,83,19.58
P03051,210,72,34.29
P03052,300,194,64.67
P03053,139,97,69.78
P03054,216,59,27.31
P03055,265,189,71.32
P03056,382,107,28.01
P03057,454,317,69.82
P03058,129,91,70.54
P03059,301,129,42.86
P03060,486,349,71.81
P03061,57,26,45.61
P03062,307,106,34.53
P03063,395,248,62.78
P03064,96,16,16.67
P03065,350,84,24.0
P03066,239,57,23.85
P03067,320,161,50.31
P03068,370,207,55.95
P03069,114,73,64.04
P03070,80,55,68.75
P03071,192,128,66.67
P03072,167,91,54.49
P03073,179,124,69.27
P03074,465,130,27.96
P03075,359,205,57.1
P03076,210,31,14.76
P03077,322,58,18.01
P03078,121,30,24.79
P03079,132,22,16.67
P03080,94,68,72.34
P03081,241,97,40.25
P03082,328,226,68.9
P03083,278,114,41.01
P03084,301,167,55.48
P03085,123,38,30.89
P03086,341,245,71.85
P03087,298,37,12.42
P03088,481,266,55.3
P03089,161,116,72.05
P03090,77,47,61.04
P03091,254,162,63.78
P03092,138,41,29.71
P03093,128,50,39.06
P03094,155,29,18.71
P03095,355,122,34.37
P03096,242,26,10.74
P03097,443,269,60.72
P03098,104,75,72.12
P03099,469,261,55.65
P03100,234,147,62.82
P03101,290,126,43.45
P03102,417,94,22.54
P03103,271,154,56.83
P03104,123,36,29.27
P03105,158,63,39.87
P03106,462,317,68.61
P03107,81,28,34.57
P03108,460,133,28.91
P03109,353,43,12.18
P03110,280,156,55.71
P03111,192,46,23.96
P03112,437,225,51.49
P03113,64,22,34.38
P03114,370,226,61.08
P03115,144,98,68.06
P03116,210,53,25.24
P03117,78,48,61.54
P03118,302,60,19.87
P03119,116,22,18.97
P03120,102,39,38.24
P03121,197,61,30.96
P03122,273,202,73.99
P03123,475,296,62.32
P03124,423,287,67.85
P03125,230,43,18.7
P03126,313,177,56.55
P03127,396,195,49.24
P03128,221,36,16.29
P03129,395,243,61.52
P03130,348,228,65.52
P03131,366,254,69.4
P03132,489,348,71.17
P03133,219,37,16.89
P03134,80,54,67.5
P03135,291,208,71.48
P03136,198,109,55.05
P03137,76,17,22.37
P03138,120,43,35.83
P03139,290,46,15.86
P03140,480,49,10.21
P03141,202,141,69.8
P03142,295,216,73.22
P03143,129,90,69.77
P03144,108,29,26.85
P03145,402,202,50.25
P03146,325,138,42.46
P03147,135,57,42.22
P03148,275,104,37.82
P03149,311,221,71.06
P03150,76,47,61.84
P03151,185,120,64.86
P03152,439,54,12.3
P03153,213,78,36.62
P03154,369,180,48.78
P03155,322,170,52.8
P03156,52,35,67.31
P03157,476,99,20.8
P03158,481,76,15.8
P03159,350,238,68.0
P03160,121,52,42.98
P03161,430,194,45.12
P03162,50,34,68.0
P03163,279,164,58.78
P03164,242,139,57.44
P03165,363,80,22.04
P03166,113,57,50.44
P03167,443,174,39.28
P03168,306,152,49.67
P03169,167,79,47.31
P03170,190,22,11.58
P03171,358,116,32.4
P03172,133,53,39.85
P03173,183,78,42.62
P03174,493,81,16.43
P03175,445,304,68.31
P03176,199,63,31.66
P03177,300,125,41.67
P03178,236,125,52.97
P03179,140,79,56.43
P03180,182,63,34.62
P03181,98,18,18.37
P03182,426,100,23.47
P03183,160,33,20.62
P03184,138,36,26.09
P03185,337,166,49.26
P03186,107,48,44.86
P03187,480,101,21.04
P03188,446,242,54.26
P03189,235,33,14.04
P03190,132,91,68.94
P03191,113,53,46.9
P03192,436,211,48.39
P03193,248,71,28.63
P03194,310,134,43.23
P03195,105,40,38.1
P03196,420,302,71.9
P03197,282,42,14.89
P03198,81,32,39.51
P03199,84,52,61.9
P03200,483,219,45.34
P03201,75,35,46.67
P03202,184,127,69.02
P03203,55,19,34.55
P03204,76,8,10.53
P03205,415,291,70.12
P03206,394,48,12.18
P03207,198,122,61.62
P03208,130,25,19.23
P03209,161,18,11.18
P03210,208,69,33.17
P03211,399,264,66.17
P03212,317,39,12.3
P03213,249,67,26.91
P03214,80,23,28.75
P03215,101,16,15.84
P03216,140,22,15.71
P03217,145,100,68.97
P03218,270,149,55.19
P03219,438,132,30.14
P03220,239,61,25.52
P03221,198,25,12.63
P03222,300,100,33.33
P03223,84,25,29.76
P03224,377,262,69.5
P03225,74,18,24.32
P03226,208,76,36.54
P03227,478,260,54.39
P03228,231,71,30.74
P03229,386,235,60.88
P03230,172,98,56.98
P03231,433,53,12.24
P03232,202,133,65.84
P03233,152,51,33.55
P03234,72,12,16.67
P03235,187,104,55.61
P03236,311,182,58.52
P03237,78,11,14.1
P03238,127,42,33.07
P03239,206,141,68.45
P03240,372,199,53.49
P03241,318,142,44.65
P03242,68,29,42.65
P03243,66,33,50.0
P03244,76,40,52.63
P03245,198,29,14.65
P03246,178,56,31.46
P03247,102,45,44.12
P03248,247,142,57.49
P03249,316,184,58.23
P03250,362,179,49.45
P03251,497,239,48.09
P03252,361,122,33.8
P03253,493,317,64.3
P03254,488,339,69.47
P03255,431,280,64.97
P03256,208,139,66.83
P03257,69,48,69.57
P03258,76,18,23.68
P03259,441,191,43.31
P03260,437,196,44.85
P03261,189,79,41.8
P03262,378,246,65.08
P03263,254,79,31.1
P03264,80,16,20.0
P03265,344,96,27.91
P03266,87,17,19.54
P03267,108,39,36.11
P03268,264,46,17.42
P03269,81,13,16.05
P03270,203,80,39.41
P03271,388,190,48.97
P03272,318,157,49.37
P03273,74,12,16.22
P03274,148,108,72.97
P03275,497,89,17.91
P03276,481,255,53.01
P03277,463,314,67.82
P03278,280,189,67.5
P03279,243,105,43.21
P03280,387,108,27.91
P03281,480,306,63.75
P03282,106,53,50.0
P03283,452,278,61.5
P03284,327,118,36.09
P03285,113,78,69.03
P03286,439,309,70.39
P03287,64,37,57.81
P03288,60,43,71.67
P03289,215,85,39.53
P03290,292,66,22.6
P03291,242,127,52.48
P03292,161,84,52.17
P03293,345,145,42.03
P03294,265,71,26.79
P03295,103,52,50.49
P03296,417,91,21.82
P03297,189,111,58.73
P03298,360,248,68.89
P03299,207,43,20.77
P03300,389,246,63.24
P03301,176,40,22.73
P03302,145,62,42.76
P03303,83,58,69.88
P03304,424,65,15.33
P03305,374,59,15.78
P03306,326,236,72.39
P03307,323,66,20.43
P03308,81,26,32.1
P03309,235,94,40.0
P03310,438,46,10.5
P03311,180,40,22.22
P03312,75,48,64.0
P03313,427,187,43.79
P03314,62,22,35.48
P03315,359,195,54.32
P03316,425,132,31.06
P03317,385,148,38.44
P03318,55,41,74.55
P03319,453,273,60.26
P03320,89,41,46.07
P03321,433,192,44.34
P03322,57,37,64.91
P03323,270,132,48.89
P03324,446,143,32.06
P03325,168,62,36.9
P03326,70,15,21.43
P03327,89,64,71.91
P03328,217,114,52.53
P03329,212,76,35.85
P03330,147,49,33.33
P03331,255,176,69.02
P03332,203,68,33.5
P03333,315,186,59.05
P03334,180,116,64.44
P03335,191,132,69.11
P03336,449,154,34.3
P03337,403,241,59.8
P03338,395,123,31.14
P03339,220,157,71.36
P03340,448,48,10.71
P03341,203,96,47.29
P03342,374,161,43.05
P03343,388,260,67.01
P03344,198,48,24.24
P03345,326,51,15.64
P03346,133,86,64.66
P03347,222,73,32.88
P03348,288,90,31.25
P03349,349,59,16.91
P03350,210,147,70.0
P03351,370,189,51.08
P03352,339,186,54.87
P03353,438,299,68.26
P03354,67,43,64.18
P03355,281,111,39.5
P03356,370,75,20.27
P03357,239,128,53.56
P03358,184,96,52.17
P03359,311,41,13.18
P03360,258,177,68.6
P03361,243,77,31.69
P03362,490,186,37.96
P03363,240,104,43.33
P03364,147,102,69.39
P03365,57,12,21.05
P03366,102,35,34.31
P03367,291,124,42.61
P03368,144,107,74.31
P03369,99,38,38.38
P03370,208,75,36.06
P03371,158,112,70.89
P03372,291,154,52.92
P03373,75,15,20.0
P03374,491,105,21.38
P03375,460,239,51.96
P03376,441,178,40.36
P03377,127,13,10.24
P03378,371,145,39.08
P03379,56,40,71.43
P03380,374,219,58.56
P03381,408,189,46.32
P03382,177,40,22.6
P03383,258,82,31.78
P03384,467,349,74.73
P03385,139,73,52.52
P03386,292,82,28.08
P03387,186,108,58.06
P03388,123,20,16.26
P03389,356,121,33.99
P03390,477,119,24.95
P03391,304,207,68.09
P03392,277,160,57.76
P03393,290,123,42.41
P03394,119,43,36.13
P03395,140,92,65.71
P03396,380,86,22.63
P03397,313,47,15.02
P03398,155,101,65.16
P03399,58,38,65.52
P03400,134,35,26.12
P03401,277,63,22.74
P03402,170,97,57.06
P03403,378,73,19.31
P03404,310,156,50.32
P03405,116,64,55.17
P03406,181,91,50.28
P03407,66,25,37.88
P03408,68,43,63.24
P03409,388,273,70.36
P03410,224,125,55.8
P03411,446,166,37.22
P03412,155,116,74.84
P03413,194,76,39.18
P03414,280,49,17.5
P03415,176,38,21.59
P03416,256,83,32.42
P03417,105,22,20.95
P03418,85,52,61.18
P03419,437,48,10.98
P03420,160,58,36.25
P03421,95,64,67.37
P03422,176,31,17.61
P03423,238,113,47.48
P03424,268,189,70.52
P03425,394,58,14.72
P03426,419,137,32.7
P03427,181,23,12.71
P03428,148,80,54.05
P03429,105,39,37.14
P03430,121,87,71.9
P03431,62,34,54.84
P03432,50,25,50.0
P03433,238,165,69.33
P03434,322,59,18.32
P03435,418,255,61.0
P03436,196,113,57.65
P03437,180,97,53.89
P03438,351,181,51.57
P03439,336,61,18.15
P03440,360,226,62.78
P03441,126,65,51.59
P03442,70,42,60.0
P03443,295,197,66.78
P03444,238,108,45.38
P03445,166,120,72.29
P03446,485,83,17.11
P03447,121,12,9.92
P03448,173,54,31.21
P03449,387,93,24.03
P03450,288,132,45.83
P03451,154,43,27.92
P03452,292,160,54.79
P03453,238,170,71.43
P03454,167,100,59.88
P03455,351,131,37.32
P03456,400,296,74.0
P03457,80,48,60.0
P03458,51,32,62.75
P03459,456,106,23.25
P03460,152,83,54.61
P03461,88,13,14.77
P03462,316,80,25.32
P03463,195,22,11.28
P03464,462,258,55.84
P03465,482,55,11.41
P03466,54,21,38.89
P03467,136,71,52.21
P03468,320,95,29.69
P03469,201,68,33.83
P03470,51,34,66.67
P03471,258,177,68.6
P03472,330,217,65.76
P03473,495,291,58.79
P03474,235,66,28.09
P03475,405,60,14.81
P03476,245,102,41.63
P03477,352,247,70.17
P03478,485,119,24.54
P03479,415,98,23.61
P03480,357,217,60.78
P03481,422,205,48.58
P03482,138,50,36.23
P03483,408,270,66.18
P03484,498,238,47.79
P03485,487,340,69.82
P03486,165,56,33.94
P03487,242,94,38.84
P03488,358,53,14.8
P03489,83,28,33.73
